Date,Price,Commodity,Units,Type,Data Source,Ticker
2024-05-08,115.77,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-09,115.92,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-10,116.49,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-13,116.49,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-14,114.11,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-15,114.7,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-16,117.31,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-17,118.53,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-20,119.14,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-21,119.18,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-22,119.44,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-23,119.88,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-24,121.54,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-27,119.14,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-28,118.11,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-29,119.24,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-30,116.11,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-05-31,116.11,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-03,109.89,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-04,107.69,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-05,107.96,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-06,108.92,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-07,109.25,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-10,108.67,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-11,104.23,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-12,105.12,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-13,106.59,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-14,107.38,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-17,105.85,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-18,106.69,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-19,107.78,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-20,107.66,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-21,105.98,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-24,104.09,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-25,104.06,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-26,107.25,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-27,107.0,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-06-28,106.65,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-01,110.17,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-02,110.85,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-03,113.47,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-04,113.82,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-05,112.92,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-08,108.5,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-09,110.07,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-10,105.39,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-11,107.62,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-12,107.53,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-15,109.18,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-16,109.66,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-17,106.19,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-18,106.25,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-19,105.57,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-22,104.24,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-23,101.86,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-24,102.12,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-25,101.09,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-26,103.19,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-29,102.64,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-30,97.82,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-07-31,102.0,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-01,104.03,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-02,104.21,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-05,104.55,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-06,102.23,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-07,101.43,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-08,100.49,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-09,100.91,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-12,99.9,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-13,98.35,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-14,96.41,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-15,94.14,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-16,93.67,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-19,95.97,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-20,95.25,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-21,99.19,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-22,97.7,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-23,97.51,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-26,100.54,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-27,101.51,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-28,101.11,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-29,101.65,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-08-30,101.34,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-02,96.9,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-03,92.79,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-04,93.12,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-05,91.46,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-06,92.12,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-09,92.48,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-10,91.14,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-11,93.11,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-12,95.08,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-13,93.32,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-16,92.93,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-17,92.94,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-18,91.64,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-19,91.92,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-20,91.63,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-23,90.02,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-24,95.08,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-25,96.42,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-26,98.43,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-27,98.69,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-09-30,100.3,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-01,108.68,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-02,108.62,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-03,109.03,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-04,108.77,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-07,110.09,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-08,105.36,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-09,106.0,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-10,105.55,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-11,106.71,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-14,107.0,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-15,105.95,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-16,105.4,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-17,101.82,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-18,102.3,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-21,102.37,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-22,101.6,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-23,101.45,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-24,100.9,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-25,101.72,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-28,104.8,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-29,104.01,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-30,105.34,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-10-31,105.1,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-01,102.85,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-04,106.0,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-05,105.21,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-06,106.27,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-07,106.41,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-08,105.38,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-11,103.21,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-12,103.41,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-13,102.49,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-14,101.96,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-15,98.67,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-18,100.32,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-19,103.15,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-20,102.93,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-21,102.95,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-22,104.12,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-25,104.99,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-26,102.97,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-27,103.95,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-28,104.0,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-11-29,105.03,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-02,105.87,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-03,106.42,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-04,106.59,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-05,105.11,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-06,107.19,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-09,106.62,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-10,106.63,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-11,106.17,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-12,107.72,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-13,105.78,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-16,105.89,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-17,107.3,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-18,104.0,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-19,103.02,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-20,102.93,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-23,106.51,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-24,105.99,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-25,105.49,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-26,102.15,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-27,99.94,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-30,101.95,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2024-12-31,104.83,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-01,104.83,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-02,101.48,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-03,99.07,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-06,96.9,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-07,93.73,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-08,94.2,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-09,94.9,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-10,95.48,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-13,99.84,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-14,102.03,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-15,100.53,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-16,102.3,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-17,102.37,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-20,102.3,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-21,102.47,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-22,102.16,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-23,102.19,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-24,104.51,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-27,104.22,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-28,103.98,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-29,104.04,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-30,104.15,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-01-31,104.34,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-03,105.27,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-04,106.02,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-05,104.61,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-06,105.25,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-07,105.59,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-10,106.12,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-11,105.82,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-12,107.01,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-13,106.21,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-14,105.99,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-17,105.62,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-18,107.0,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-19,106.98,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-20,108.36,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-21,108.28,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-24,108.2,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-25,106.61,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-26,106.82,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-27,105.7,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-02-28,105.37,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-03,100.82,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-04,101.44,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-05,100.1,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-06,100.37,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-07,101.51,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-10,100.99,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-11,101.15,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-12,102.82,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-13,102.65,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-14,102.98,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-17,102.33,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-18,103.82,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-19,101.41,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-20,101.79,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-21,101.65,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-24,102.29,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-25,101.68,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-26,103.58,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
2025-03-27,103.59,Iron Ore,USD/MT,Spot,Bloomberg,CN62SPOT KLSH Index
